From	To
Q8TC05	Q8TC05
P83369	P83369
P51788	P51788
Q9NRY6	Q9NRY6
Q7Z4V5	Q7Z4V5
Q9Y2T4	Q9Y2T4
Q8IVL6	Q8IVL6
Q6L8G8	Q6L8G8
Q8N3X1	Q8N3X1
Q9HC29	Q9HC29
O75631	O75631
J3JSM9	J3JSM9
O94919	O94919
Q6GVN4	Q6GVN4
O14777	O14777
Q9NWT8	Q9NWT8
O60513	O60513
Q8N4P6	Q8N4P6
Q4L235	Q4L235
Q14397	Q14397
P78545	P78545
Q8N9M1	Q8N9M1
Q7RTU3	Q7RTU3
P79483	P79483
P38935	P38935
J3KMZ7	J3KMZ7
Q9BQ24	Q9BQ24
Q9HCS7	Q9HCS7
Q9Y5L5	Q9Y5L5
Q15005	Q15005
A6ND36	A6ND36
Q12912	Q12912
Q96RE9	Q96RE9
P04645	P62890
P04645	P62888
P04645	P62889
Q96T37	Q96T37
P01233	P0DN86
P01233	P0DN87
Q99895	Q99895
P28330	P28330
Q643R0	Q643R0
Q8IUH4	Q8IUH4
P05114	P05114
Q8N6I1	Q8N6I1
O43278	O43278
Q8TD31	Q8TD31
O94875	O94875
Q8NA42	Q8NA42
Q5HYA8	Q5HYA8
Q8TB69	Q8TB69
Q8IZ13	Q8IZ13
Q86TJ2	Q86TJ2
Q567R6	Q567R6
Q96KK5	Q96KK5
P82921	P82921
P14735	P14735
Q9C0D7	Q9C0D7
Q9HAA0	Q9HAA0
Q16204	Q16204
H0YDU7	H0YDU7
Q9HAV2	Q9HAV2
Q86X19	Q86X19
Q8N4S0	Q8N4S0
Q5SGD2	Q5SGD2
Q5JU00	Q5JU00
Q6XE24	Q6XE24
P01730	P01730
Q9BVI4	Q9BVI4
P82970	P82970
Q7Z572	Q7Z572
Q9NRI5	Q9NRI5
F1T0A5	Q8WWY3
P05000	P05000
A1A5C7	A1A5C7
Q9BPX4	Q9BPX4
P11509	P11509
Q7L3T8	Q7L3T8
Q6P474	Q6P474
A4FU49	A4FU49
Q5VU69	Q5VU69
Q96HJ3	Q96HJ3
O00459	O00459
B4DN30	B4DN30
P13591	P13591
Q96M32	Q96M32
Q8IUS5	Q8IUS5
Q07889	Q07889
P62424	P62424
J3QRH5	J3QRH5
P15153	P15153
Q71RS6	Q71RS6
Q5VUB5	Q5VUB5
P61328	P61328
Q9UQ35	Q9UQ35
Q9BWE0	Q9BWE0
Q92956	Q92956
Q9UQ72	Q9UQ72
P05129	P05129
Q8TBJ5	Q8TBJ5
Q9H204	Q9H204
Q53S58	Q53S58
P06870	P06870
Q5ZEY4	Q5ZEY4
Q499L9	Q499L9
Q2M1V9	Q2M1V9
Q9NXV6	Q9NXV6
Q2TAA2	Q2TAA2
P31276	P31276
Q96HD1	Q96HD1
Q641Q3	Q641Q3
P52954	P52954
P06028	P06028
Q9BZU1	Q9BZU1
P26447	P26447
A9UGY9	A9UGY9
Q96ER9	Q96ER9
Q99612	Q99612
Q9UPQ9	Q9UPQ9
Q9Y597	Q9Y597
O00743	O00743
Q9NZL9	Q9NZL9
Q9NVI1	Q9NVI1
Q96RD6	Q96RD6
Q9UBX5	Q9UBX5
Q14119	Q14119
O14795	O14795
Q5VXD3	Q5VXD3
Q9BTM9	Q9BTM9
P49356	P49356
Q5U0F4	Q5U0F4
P55263	P55263
Q17RD9	Q17RD9
A0A0C4DGQ7	A0A0C4DGQ7
P04201	P04201
P15559	P15559
B2RDU6	B2RDU6
Q16288	Q16288
Q5TZN3	Q5TZN3
Q14088	Q14088
Q15722	Q15722
Q9Y6X2	Q9Y6X2
Q5LJA5	Q5LJA5
Q8WWW0	Q8WWW0
Q6X784	Q6X784
Q86UP2	Q86UP2
Q9H3U1	Q9H3U1
Q9H0A8	Q9H0A8
Q96NA8	Q96NA8
P02452	P02452
Q8N8Z6	Q8N8Z6
Q6PKD3	Q6PKD3
Q96JN8	Q96JN8
Q92574	Q92574
P51589	P51589
Q9H074	Q9H074
P78417	P78417
Q8IXN4	Q8IXN4
Q96JK4	Q96JK4
Q02108	Q02108
Q6PI98	Q6PI98
Q9NUY8	Q9NUY8
Q92585	Q92585
Q8WXH6	Q8WXH6
Q13444	Q13444
Q8NI51	Q8NI51
Q96EZ8	Q96EZ8
Q96QU5	Q96QU5
Q03169	Q03169
Q08AI6	Q08AI6
Q9NV31	Q9NV31
Q7Z2W7	Q7Z2W7
Q8WWL7	Q8WWL7
Q5HY57	Q5HY57
Q96F44	Q96F44
Q96IU2	Q96IU2
Q6UWI4	Q6UWI4
Q9NU22	Q9NU22
P53365	P53365
Q9H1N7	Q9H1N7
O94993	O94993
Q562F6	Q562F6
Q9NUL3	Q9NUL3
Q9H400	Q9H400
Q8IV56	Q8IV56
P63215	P63215
Q8IV20	Q8IV20
Q6PL18	Q6PL18
A0PJ54	A0PJ54
Q8TBZ8	Q8TBZ8
Q8IYB9	Q8IYB9
P20393	P20393
Q16512	Q16512
Q9H2X0	Q9H2X0
P00846	P00846
E2QRF9	E2QRF9
Q13319	Q13319
Q14CX5	Q14CX5
Q9H7X7	Q9H7X7
Q9BT23	Q9BT23
E9PH57	E9PH57
Q13585	Q13585
Q9UPQ3	Q9UPQ3
Q9UPU5	Q9UPU5
Q5T764	Q5T764
P06400	P06400
P78524	P78524
Q6PIY7	Q6PIY7
Q7Z6J9	Q7Z6J9
Q9NZC7	Q9NZC7
A4D1I3	A4D1I3
Q5T0N5	Q5T0N5
Q14766	Q14766
Q9UKJ1	Q9UKJ1
Q8NG66	Q8NG66
Q9BT63	Q9BT63
P22460	P22460
Q96LD4	Q96LD4
Q9HC77	Q9HC77
Q7L9L4	Q7L9L4
O95475	O95475
P0CAP1	P0CAP1
Q9NY56	Q9NY56
Q9NWQ9	Q9NWQ9
Q14525	Q14525
P21941	P21941
Q8N9R6	Q8N9R6
Q5XKR9	Q5XKR9
Q5JSJ4	Q5JSJ4
P01570	P01570
O19691	O19691
Q15637	Q15637
Q9UL25	Q9UL25
Q9UBX7	Q9UBX7
P49711	P49711
O60674	O60674
Q8N3J9	Q8N3J9
Q9Y6K1	Q9Y6K1
P07864	P07864
Q9UN37	Q9UN37
Q53HY9	Q53HY9
Q96CQ1	Q96CQ1
Q9Y6R4	Q9Y6R4
Q96LD8	Q96LD8
Q6NZ67	Q6NZ67
Q8TCF1	Q8TCF1
Q8WUU4	Q8WUU4
Q9HBW1	Q9HBW1
Q6ZU64	Q6ZU64
Q8N695	Q8N695
Q8N8A2	Q8N8A2
Q9NXE4	Q9NXE4
O14495	O14495
B7Z6G2	B7Z6G2
A0AVI4	A0AVI4
Q2M2I5	Q2M2I5
Q9BWF4	Q9BWF4
O60391	O60391
Q9NUA8	Q9NUA8
Q8NHU3	Q8NHU3
Q92621	Q92621
Q96QV1	Q96QV1
Q9NYW2	Q9NYW2
Q8N5D4	Q8N5D4
Q6ZW49	Q6ZW49
Q96FB5	Q96FB5
Q5VT97	Q5VT97
A0A0U1RR07	A0A0U1RR07
Q9H5L6	Q9H5L6
Q8N4Q0	Q8N4Q0
P11464	P11464
Q9C0D4	Q9C0D4
Q13257	Q13257
O14907	O14907
Q5SVS4	Q5SVS4
P57729	P57729
Q16576	Q16576
P51805	P51805
A6NFD8	A6NFD8
Q03924	Q03924
Q8WXF1	Q8WXF1
P38405	P38405
P15976	P15976
Q52LA3	Q52LA3
O15263	O15263
P05014	P05014
A4D1J9	A4D1J9
Q13526	Q13526
H0YB70	H0YB70
Q9ULX7	Q9ULX7
O43299	O43299
P49863	P49863
Q9NVC6	Q9NVC6
Q96MU7	Q96MU7
Q6NW34	Q6NW34
Q9Y2M5	Q9Y2M5
Q8TBR3	Q8TBR3
Q9H3N1	Q9H3N1
P98088	P98088
Q10469	Q10469
P14618	P14618
Q9NSC2	Q9NSC2
Q01064	Q01064
P82673	P82673
Q9BYN0	Q9BYN0
P04222	P10321
Q86XU0	Q86XU0
Q7Z4G1	Q7Z4G1
Q96JB8	Q96JB8
O43681	O43681
O95602	O95602
P03923	P03923
Q7Z406	Q7Z406
Q9NTI5	Q9NTI5
Q96LW9	Q96LW9
P55000	P55000
Q86YW0	Q86YW0
A5A3E0	A5A3E0
O15405	O15405
P35527	P35527
P62081	P62081
Q32Q52	Q6ZR37
P05067	P05067
P22004	P22004
Q9BWF2	Q9BWF2
E9PM19	E9PM19
B7Z4V2	B7Z4V2
P78560	P78560
Q96RU3	Q96RU3
Q9BY21	Q9BY21
Q9BUI4	Q9BUI4
Q86UX7	Q86UX7
Q5SWX8	Q5SWX8
Q9NWL6	Q9NWL6
P43308	P43308
O75694	O75694
Q9NRM1	Q9NRM1
Q6ZN54	Q6ZN54
Q8NBV8	Q8NBV8
Q3V6T2	Q3V6T2
Q96IV6	Q96IV6
Q9NRR3	Q9NRR3
Q9ULT8	Q9ULT8
Q9Y467	Q9Y467
Q969P5	Q969P5
Q8IYL3	Q8IYL3
Q9BXA6	Q9BXA6
P50213	P50213
Q96AQ3	P18848
P11532	P11532
P20645	P20645
P0C7W6	P0C7W6
Q9UK39	Q9UK39
Q8NAB2	Q8NAB2
Q9H1R3	Q9H1R3
Q9UH36	Q9UH36
O60449	O60449
Q8WXT5	Q8WXT5
Q9Y5P4	Q9Y5P4
Q9GZV9	Q9GZV9
Q96EY1	Q96EY1
O00533	O00533
Q9BZQ4	Q9BZQ4
Q01851	Q01851
O94810	O94810
P62995	P62995
Q9NPA8	Q9NPA8
Q96DU7	Q96DU7
O43493	O43493
Q8N1N5	Q8N1N5
Q9UI14	Q9UI14
Q9UJD7	Q9UJD7
Q13761	Q13761
Q96EH8	Q96EH8
P40305	P40305
Q68DA7	Q68DA7
Q53GT1	Q53GT1
Q13232	Q13232
O95562	O95562
Q9UPN9	Q9UPN9
P55107	P55107
Q2MKA7	Q2MKA7
P31025	P31025
Q96LS8	Q96LS8
Q96HZ7	Q96HZ7
O94985	O94985
Q9BUY5	Q9BUY5
Q9ULW5	Q9ULW5
B2RMV2	B2RMV2
P33778	P33778
Q92674	Q92674
Q8NET1	Q8NET1
Q03188	Q03188
O43715	O43715
Q99959	Q99959
Q9BYS8	Q9BYS8
Q5JUX0	Q5JUX0
P12318	P12318
Q9HCI5	Q9HCI5
Q9H9A5	Q9H9A5
P10915	P10915
Q9Y4E6	Q9Y4E6
J3QL71	J3QL71
Q9NYP3	Q9NYP3
Q4TT70	Q4TT70
Q9UMR5	Q9UMR5
Q7Z333	Q7Z333
Q9Y3C0	Q9Y3C0
Q4VXH1	Q4VXH1
Q9BVS4	Q9BVS4
P78412	P78412
P58546	P58546
Q4ADV7	Q4ADV7
B3KQF8	B3KQF8
Q9Y2K1	Q9Y2K1
O95766	P86790
O95766	P86791
Q8N6M0	Q8N6M0
Q6P1N9	Q6P1N9
Q5U5U6	Q5U5U6
O43182	O43182
P98187	P98187
Q9H2M9	Q9H2M9
P52789	P52789
E7ET07	E7ET07
O75419	O75419
Q8IY31	Q8IY31
Q9Y5X2	Q9Y5X2
Q9BXY4	Q9BXY4
Q9Y2K9	Q9Y2K9
Q9Y2W2	Q9Y2W2
P58062	P58062
Q96P71	Q96P71
Q03112	Q03112
Q5VYX0	Q5VYX0
Q15916	Q15916
P19013	P19013
Q96GL3	Q96GL3
P47755	P47755
Q8NEU8	Q8NEU8
A0A0B4J299	A0A0B4J299
Q9Y5H9	Q9Y5H9
O94779	O94779
Q12979	Q12979
P02818	P02818
Q96L14	Q96L14
P09417	P09417
Q9Y6D9	Q9Y6D9
Q8IYB0	Q8IYB0
Q7KZJ0	Q7KZJ0
Q9HCG8	Q9HCG8
Q92754	Q92754
Q15054	Q15054
Q13258	Q13258
A0A024R2X5	A0A024R2X5
Q9NP87	Q9NP87
Q9H2V7	Q9H2V7
Q9HD40	Q9HD40
Q13007	Q13007
P54259	P54259
Q3ZCT1	Q3ZCT1
Q9Y4B4	Q9Y4B4
Q9Y343	Q9Y343
Q9NRR4	Q9NRR4
P59826	P59826
Q10471	Q10471
Q2M3G0	Q2M3G0
I6L9F6	I6L9F6
O15240	O15240
Q6Q6R5	Q6Q6R5
Q16602	Q16602
Q9BYC5	Q9BYC5
O95973	O95973
Q9BU23	Q9BU23
Q9H9A6	Q9H9A6
P42695	P42695
O95070	O95070
Q9Y6M9	Q9Y6M9
Q9UHF7	Q9UHF7
Q9Y224	Q9Y224
Q96C01	Q96C01
P54277	P54277
Q8N328	Q8N328
O95460	O95460
Q8TB37	Q8TB37
Q16537	Q16537
Q8WUM0	Q8WUM0
Q9C0H5	Q9C0H5
Q8N8L2	Q8N8L2
Q8IZ03	Q8IZ03
Q969F9	Q969F9
O43663	O43663
Q9NZC9	Q9NZC9
Q9UDT6	Q9UDT6
Q9UN73	Q9UN73
P49641	P49641
P0DMR1	P0DMR1
P56181	P56181
Q13492	Q13492
Q9UJP4	Q9UJP4
Q8TF27	Q8TF27
O75530	O75530
Q9NP77	Q9NP77
Q9H488	Q9H488
Q969S9	Q969S9
Q9Y2L9	Q9Y2L9
Q96G03	Q96G03
Q14D33	Q14D33
Q15287	Q15287
Q8NI32	Q8NI32
Q9NZ71	Q9NZ71
Q8NA77	Q8NA77
Q99958	Q99958
P32969	P32969
Q3KNV8	Q3KNV8
Q6UWB1	Q6UWB1
P54296	P54296
Q8WXI4	Q8WXI4
P23771	P23771
Q8NC51	Q8NC51
O00238	O00238
Q5MY95	Q5MY95
B4DU58	B4DU58
Q8NFP9	Q8NFP9
Q13416	Q13416
Q6ZNA1	Q6ZNA1
O75626	O75626
Q8IYJ0	Q8IYJ0
Q8IX19	Q8IX19
Q8N4J0	Q8N4J0
Q9ULM3	Q9ULM3
Q9P2Q2	Q9P2Q2
Q5BKZ1	Q5BKZ1
Q96DR7	Q96DR7
Q9UBK9	Q9UBK9
Q53Y03	Q53Y03
O95164	O95164
O95249	O95249
Q969H6	Q969H6
O95467	O95467
P53804	P53804
Q7Z2Z2	Q7Z2Z2
Q9GZY8	Q9GZY8
O14763	O14763
Q2M3C7	Q2M3C7
Q5XKE5	Q5XKE5
B7Z7T5	B7Z7T5
Q96PI1	Q96PI1
Q3B8N2	Q3B8N2
P17707	P17707
Q13177	Q13177
O75153	O75153
P62316	P62316
F5H4F1	F5H4F1
Q9BSF8	Q9BSF8
P16662	P16662
P51170	P51170
P62714	P62714
Q5T1N1	Q5T1N1
Q8NHP1	Q8NHP1
Q6FHL7	Q6FHL7
Q9BXK5	Q9BXK5
Q08050	Q08050
P35590	P35590
Q8TEB1	Q8TEB1
P31947	P31947
Q14623	Q14623
Q6FIF0	Q6FIF0
Q75N90	Q75N90
P54198	P54198
P18621	P18621
B4E2X3	B4E2X3
Q6P5R6	Q6P5R6
Q9BYV2	Q9BYV2
O95436	O95436
Q86WV5	Q86WV5
P07327	P07327
Q8N0V1	Q8N0V1
P35240	P35240
Q9H963	Q9H963
P00734	P00734
A8K727	A8K727
Q4V328	Q4V328
Q5M9N0	Q5M9N0
O95759	O95759
O95707	O95707
Q59H13	Q59H13
Q9BYC9	Q9BYC9
Q15036	Q15036
Q9NRE2	Q9NRE2
Q9H1E1	Q9H1E1
Q96QA6	Q96QA6
Q2MV58	Q2MV58
O00522	O00522
Q5JVY0	Q5JVY0
Q96AB3	Q96AB3
Q8WWP7	Q8WWP7
Q9NVP2	Q9NVP2
Q9BZR8	Q9BZR8
Q6P4D7	Q6P4D7
A1E959	A1E959
A0A0C4DH65	A0A0C4DH65
D6PAV9	D6PAV9
Q9ULW2	Q9ULW2
Q15428	Q15428
Q9BZJ4	Q9BZJ4
Q8IZF0	Q8IZF0
B4DSR6	B4DSR6
Q9Y5C1	Q9Y5C1
Q14676	Q14676
Q9NYG5	Q9NYG5
Q13098	Q13098
P27707	P27707
Q9NRK6	Q9NRK6
Q96BY6	Q96BY6
Q9Y2G4	Q9Y2G4
P15822	P15822
Q9HCD6	Q9HCD6
Q9BSJ5	Q9BSJ5
Q9Y5I1	Q9Y5I1
P49763	P49763
Q9NZ48	Q9NZ48
P56703	P56703
A0A0C4DGN4	A0A0C4DGN4
Q8TAM1	Q8TAM1
Q9BYE7	Q9BYE7
C9JJ79	C9JJ79
Q9P0W8	Q9P0W8
E7EQ69	E7EQ69
O75676	O75676
Q9P270	Q9P270
Q5MCW4	Q5MCW4
P12034	P12034
Q9HAV7	Q9HAV7
Q6ZW61	Q6ZW61
O94830	O94830
Q96CM3	Q96CM3
Q9BXL5	Q9BXL5
Q9NWB7	Q9NWB7
Q8N680	Q8N680
Q8N608	Q8N608
E9PDU5	E9PDU5
Q8IXA5	Q8IXA5
Q15654	Q15654
Q53FT3	Q53FT3
Q709F0	Q709F0
Q6E0U4	Q6E0U4
Q59HD9	Q59HD9
Q7Z7N9	Q7Z7N9
Q6PJF5	Q6PJF5
Q8TB24	Q8TB24
Q5SWW7	Q5SWW7
Q86WS4	Q86WS4
Q6B0K9	Q6B0K9
Q8N5P9	Q8N5P9
Q7Z769	Q7Z769
P42345	P42345
Q07002	Q07002
Q6IQ22	Q6IQ22
Q9BTV6	Q9BTV6
A4QPB2	A4QPB2
Q9BTD8	Q9BTD8
Q9UGM3	Q9UGM3
P14619	Q13976
Q8TAE6	Q8TAE6
Q92730	Q92730
P41217	P41217
Q13790	Q13790
O43432	O43432
P03897	P03897
Q8IUC0	Q8IUC0
Q7Z3Z2	Q7Z3Z2
Q96D16	Q96D16
A0A0D9SEJ5	A0A0D9SEJ5
Q6UW49	Q6UW49
P17023	P17023
P07196	P07196
O95782	O95782
Q9ULE0	Q9ULE0
Q96LY2	Q96LY2
O15037	O15037
Q8WVR3	Q8WVR3
Q13188	Q13188
Q9UKX5	Q9UKX5
O15541	O15541
Q8N8M0	Q8N8M0
Q14694	Q14694
Q53GL7	Q53GL7
E9PL17	E9PL17
Q6ZTN6	Q6ZTN6
P25445	P25445
P52566	P52566
Q9H201	Q9H201
Q8NEQ6	Q8NEQ6
P62807	P62807
Q9H967	Q9H967
Q9BQS2	Q9BQS2
Q9Y233	Q9Y233
O95343	O95343
Q96N16	Q96N16
Q8WXE1	Q8WXE1
Q8IUC1	Q8IUC1
Q14249	Q14249
Q99081	Q99081
Q9H6F5	Q9H6F5
Q5HYK7	Q5HYK7
O43711	O43711
P20042	P20042
P16442	P16442
Q9H2P1	Q9H2P1
O00762	O00762
Q9UI15	Q9UI15
A0A0D9SF05	A0A0D9SF05
Q16075	Q16075
Q9BSA0	Q9BSA0
P30484	P01889
Q9Y3Y2	Q9Y3Y2
Q16206	Q16206
Q9BV36	Q9BV36
Q9UHV5	Q9UHV5
Q9BW72	Q9BW72
Q9H1B5	Q9H1B5
I6L899	I6L899
Q8IWT0	Q8IWT0
P42262	P42262
P50851	P50851
Q9H147	Q9H147
O60462	O60462
Q8ND07	Q8ND07
Q6UWL6	Q6UWL6
Q5TEJ8	Q5TEJ8
Q9HCE3	Q9HCE3
O75934	O75934
Q14691	Q14691
B5MC15	B5MC15
Q9Y2E5	Q9Y2E5
Q9Y448	Q9Y448
Q02833	Q02833
Q6PIF2	Q6PIF2
Q8NHE4	Q8NHE4
Q99574	Q99574
Q674X7	Q674X7
P50135	P50135
O95741	O95741
F5H5S8	F5H5S8
Q8WVC6	Q8WVC6
P07741	P07741
P19484	P19484
Q5U0I6	Q5U0I6
P98177	P98177
Q9BY89	Q9BY89
O75348	O75348
A7XYQ1	A7XYQ1
Q9ULE6	Q9ULE6
Q96I51	Q96I51
P84101	P84101
Q2WGJ6	Q2WGJ6
O75915	O75915
Q8ND61	Q8ND61
A2RUQ5	A2RUQ5
O60760	O60760
Q96M83	Q96M83
P55011	P55011
Q86UL3	Q86UL3
Q86X45	Q86X45
Q96EK9	Q96EK9
O43242	O43242
Q17RA0	Q17RA0
O43826	O43826
Q53S69	P61073
Q9NZ56	Q9NZ56
Q6PJH3	Q6PJH3
Q6Y288	Q6Y288
Q9H2A7	Q9H2A7
Q6PIF6	Q6PIF6
O43915	O43915
P01764	P01764
Q8NDC0	Q8NDC0
P49642	P49642
Q9UHF3	Q9UHF3
B3KQG4	B3KQG4
O94864	O94864
P81534	P81534
O75390	O75390
P09958	P09958
Q8TED9	Q8TED9
O43504	O43504
A2RRD8	A2RRD8
Q99805	Q99805
Q9NWY4	Q9NWY4
P08134	P08134
Q9H7S9	Q9H7S9
P0CG13	P0CG13
Q9BZD6	Q9BZD6
Q9P244	Q9P244
Q8TBG4	Q8TBG4
Q6IB11	Q6IB11
Q9Y5E9	Q9Y5E9
Q9BT81	Q9BT81
O43678	O43678
Q9NV88	Q9NV88
Q96HY3	Q96HY3
O00180	O00180
P86496	P86496
Q8N143	Q8N143
Q13480	Q13480
P21266	P21266
P49798	P49798
P15529	P15529
P16949	P16949
Q9H6U8	Q9H6U8
Q6ZP82	Q6ZP82
Q8WWX8	Q8WWX8
G3V1L9	G3V1L9
Q5GAN6	Q5GAN6
Q99676	Q99676
C9JP00	C9JP00
Q86UZ6	Q86UZ6
Q0P6H7	Q0P6H7
Q9BY66	Q9BY66
Q7Z5L7	Q7Z5L7
P35712	P35712
P34820	P34820
O43374	O43374
Q7L4P6	Q7L4P6
O43819	O43819
O95163	O95163
Q8N6U8	Q8N6U8
P62829	P62829
P53396	P53396
P11586	P11586
Q5ZPR3	Q5ZPR3
Q6UX06	Q6UX06
Q00169	Q00169
Q8IUQ4	Q8IUQ4
O60496	O60496
Q8IYD1	Q8IYD1
Q96ES6	Q96ES6
Q66PJ3	Q66PJ3
Q8IV38	Q8IV38
Q96IZ7	Q96IZ7
P0CG48	P0CG48
Q05519	Q05519
Q69FE3	Q69FE3
Q16566	Q16566
Q13183	Q13183
P31943	P31943
Q8IXL9	Q8IXL9
A6NHG4	A6NHG4
Q6P1L6	Q6P1L6
P18859	P18859
Q01581	Q01581
Q14767	Q14767
Q5TA56	Q5TA56
Q8N402	Q8N402
Q86Y38	Q86Y38
Q9UBX2	Q9UBX2
Q8NDG6	Q8NDG6
P15813	P15813
Q8IYD8	Q8IYD8
Q96KT7	Q96KT7
Q01524	Q01524
Q5TCZ1	Q5TCZ1
P52306	P52306
Q9UGK3	Q9UGK3
Q9BUE6	Q9BUE6
Q6L8H2	Q6L8H2
A5PL33	A5PL33
Q8IZ07	Q8IZ07
P78358	P78358
Q7Z628	Q7Z628
Q8N6P7	Q8N6P7
O60336	O60336
P61962	P61962
P09471	P09471
P25311	P25311
Q7Z783	Q7Z783
Q32P44	Q32P44
Q8NHP7	Q8NHP7
Q6PG48	Q6PG48
Q9H871	Q9H871
O75908	O75908
Q5SQH8	Q5SQH8
Q8IY63	Q8IY63
Q15172	Q15172
Q99217	Q99217
Q8N9V6	Q8N9V6
Q9UKG1	Q9UKG1
Q8TEC5	Q8TEC5
P62805	P62805
Q8IY17	Q8IY17
Q5T2D3	Q5T2D3
Q9UJ83	Q9UJ83
O14618	O14618
B2RC85	B2RC85
Q6ZRI8	Q6ZRI8
Q9BQ06	Q9BXW9
Q86WA6	Q86WA6
Q8N112	Q8N112
O96018	O96018
Q12851	Q12851
Q96MF2	Q96MF2
Q5J8M3	Q5J8M3
Q9NS68	Q9NS68
S4R322	S4R322
P17030	P17030
Q9P1Z9	Q9P1Z9
A0A0C4DFQ6	A0A0C4DFQ6
Q8N5Z5	Q8N5Z5
Q9Y6R0	Q9Y6R0
Q8TAI7	Q8TAI7
Q9UBJ2	Q9UBJ2
Q8N7G1	Q8N7G1
O60542	O60542
P07602	P07602
Q96FN4	Q96FN4
P37840	P37840
H0Y8A2	H0Y8A2
Q96C32	Q96C32
A8MQ03	A8MQ03
Q59GT1	Q59GT1
P13521	P13521
Q587I9	Q587I9
Q96EJ4	Q96EJ4
P42858	P42858
Q6ZYL4	Q6ZYL4
Q9Y6C5	Q9Y6C5
P30508	P10321
P04798	P04798
Q14151	Q14151
Q96Q07	Q96Q07
H0Y507	H0Y507
Q7Z6K3	Q7Z6K3
Q96JF0	Q96JF0
Q9P0Z9	Q9P0Z9
Q6ZRI0	Q6ZRI0
Q969Q0	Q969Q0
O75175	O75175
P33908	P33908
Q13467	Q13467
O94812	O94812
Q30KQ5	Q30KQ5
Q8IUZ0	Q8IUZ0
Q01449	Q01449
Q9HBL8	Q9HBL8
Q9BYW2	Q9BYW2
Q15063	Q15063
Q9H9D4	Q9H9D4
Q8IZ52	Q8IZ52
O75208	O75208
Q6P1K8	Q6P1K8
Q9BYQ2	Q9BYQ2
Q9BQ04	Q9BQ04
Q9BYV1	Q9BYV1
Q13427	Q13427
O95619	O95619
Q9UL68	Q9UL68
Q8ND25	Q8ND25
Q9NVA2	Q9NVA2
Q9BYC8	Q9BYC8
O75367	O75367
J3KRF5	J3KRF5
P11487	P11487
A2BDK6	A2BDK6
Q5HYJ3	Q5HYJ3
Q7Z7L7	Q7Z7L7
Q9BWU1	Q9BWU1
Q5EBL2	Q5EBL2
Q9H987	Q9H987
P0DML3	P0DML3
P53671	P53671
Q13740	Q13740
Q14820	Q14820
Q9BX68	Q9BX68
A2RUR9	A2RUR9
P07858	P07858
Q15329	Q15329
Q9HBL0	Q9HBL0
Q8WW34	Q8WW34
Q5T6U8	Q5T6U8
P51504	P51504
E5RH77	E5RH77
P29972	P29972
Q6PFW1	Q6PFW1
Q9BQJ4	Q9BQJ4
Q96N95	Q96N95
P62253	P62253
Q8N983	Q8N983
Q6NZI2	Q6NZI2
O43502	O43502
P49585	P49585
Q9NY15	Q9NY15
O14513	O14513
Q15691	Q15691
Q86XK3	Q86XK3
P12271	P12271
Q7L014	Q7L014
O75309	O75309
Q15391	Q15391
Q5TZ20	Q5TZ20
Q8WXH0	Q8WXH0
Q8TBM7	Q8TBM7
Q6UXF1	Q6UXF1
Q4ZG74	Q4ZG74
Q00536	Q00536
Q9H4M7	Q9H4M7
Q8TBZ9	Q8TBZ9
Q6PJI9	Q6PJI9
Q8N1E6	Q8N1E6
Q9NQX1	Q9NQX1
P29474	P29474
P20916	P20916
H3BMM9	H3BMM9
O15155	O15155
O75385	O75385
Q8IZD9	Q8IZD9
Q8N5I2	Q8N5I2
Q3ZCQ8	Q3ZCQ8
Q16822	Q16822
P63220	P63220
B2RCF3	B2RCF3
Q9HCC9	Q9HCC9
P01112	P01112
P28066	P28066
P78371	P78371
Q66K80	Q66K80
P49454	P49454
O76074	O76074
P48739	P48739
Q92622	Q92622
Q8TBZ6	Q8TBZ6
Q13642	Q13642
P53672	P53672
P50453	P50453
E7EQV9	E7EQV9
O94972	O94972
Q8IYS8	Q8IYS8
Q14956	Q14956
P09234	P09234
M0R160	M0R160
Q6PCB0	Q6PCB0
Q6ZSC3	Q6ZSC3
Q9Y580	Q9Y580
Q6UX27	Q6UX27
Q9Y261	Q9Y261
Q5JVL4	Q5JVL4
Q96E03	Q96E03
Q9NVZ3	Q9NVZ3
P08579	P08579
Q92888	Q92888
Q96GC1	Q96GC1
Q9Y5U5	Q9Y5U5
O94856	O94856
Q9UBL0	Q9UBL0
Q8IXT1	Q8IXT1
Q9C0E4	Q9C0E4
Q9UGR2	Q9UGR2
P49916	P49916
P57775	P57775
A0A0A0MQQ9	A0A0A0MQQ9
Q13363	Q13363
Q86VF2	Q86VF2
Q8WVB6	Q8WVB6
Q9H257	Q9H257
Q7Z3R3	Q7Z3R3
C9JYQ9	C9JYQ9
Q8WVT3	Q8WVT3
B2RUU2	B2RUU2
Q16774	Q16774
Q6PIA0	Q6PIA0
Q2M296	Q2M296
O75473	O75473
Q08E86	Q08E86
Q9HCM4	Q9HCM4
Q8N1D0	Q8N1D0
Q9GZT5	Q9GZT5
Q9C0C7	Q9C0C7
P14652	P14652
Q16676	Q16676
Q7Z2K6	Q7Z2K6
H0Y8D1	H0Y8D1
Q9NPH3	Q9NPH3
Q8TAV3	Q8TAV3
Q9ULC6	Q9ULC6
Q7Z6M4	Q7Z6M4
Q7Z7L9	Q7Z7L9
